StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q2.7_1,Q3.1_Browser,Q3.1_Version,Q3.1_Operating System,Q3.1_Resolution,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.3,Q4.4_First Click,Q4.4_Last Click,Q4.4_Page Submit,Q4.4_Click Count,Q4.5,Q4.6_First Click,Q4.6_Last Click,Q4.6_Page Submit,Q4.6_Click Count,Q4.7,Q4.8_First Click,Q4.8_Last Click,Q4.8_Page Submit,Q4.8_Click Count,Q4.9,Q4.10_First Click,Q4.10_Last Click,Q4.10_Page Submit,Q4.10_Click Count,Q4.11,Q4.12_First Click,Q4.12_Last Click,Q4.12_Page Submit,Q4.12_Click Count,Q5.3,Q5.4_First Click,Q5.4_Last Click,Q5.4_Page Submit,Q5.4_Click Count,Q5.5,Q5.6_First Click,Q5.6_Last Click,Q5.6_Page Submit,Q5.6_Click Count,Q5.7,Q5.8_First Click,Q5.8_Last Click,Q5.8_Page Submit,Q5.8_Click Count,Q5.9,Q5.10_First Click,Q5.10_Last Click,Q5.10_Page Submit,Q5.10_Click Count,Q5.11,Q5.12_First Click,Q5.12_Last Click,Q5.12_Page Submit,Q5.12_Click Count,Q5.13,Q5.14_First Click,Q5.14_Last Click,Q5.14_Page Submit,Q5.14_Click Count,Q5.15,Q5.16_First Click,Q5.16_Last Click,Q5.16_Page Submit,Q5.16_Click Count,Q7.2_1,Q7.3,Q7.4,Q7.5,Q8.2_1,Q8.3,Q8.4,Q8.5,Q9.1,Q10.1,Q12.1,Q12.2,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2,Q14.3,Q14.3_3_TEXT,Q14.4,Q14.4_4_TEXT,Q14.5,id,DeviceIdentifier
2021-05-11 10:14:46,2021-05-11 10:26:00,IP Address,51.154.128.216,100,673,True,2021-05-11 10:26:00,R_3MKVlOSDX9gWHep,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,93.948,93.948,96.51,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.212,Windows NT 10.0,1500x1000,E,M,I,21,2,30,45.719,45.719,48.445,1,"13,50",1.814,1.814,120.247,1,1,8.438,9.373,65.573,2,15,15.153,15.153,29.451,1,104,17.443,17.443,20.961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,(6) Très probable,(3),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,Plutôt en désaccord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,21,Une Femme,,Etudiant.e,,,13039,
2021-05-11 11:06:23,2021-05-11 11:13:25,IP Address,92.106.252.249,100,422,True,2021-05-11 11:13:26,R_1GEHL3xJKagr1XX,,,,,46.17779541015625,6.12750244140625,anonymous,FR,0,0,3.702,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.2,Macintosh,1280x800,A,F,S,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,"indifférence ",4.202,4.202,8.918,1,"peur ",1.486,1.486,116.54,1,"aversion ",2.893,2.893,8.367,1,"tristesse ",6.347,6.347,17.367,1,"colère ",1.636,1.636,13.033,1,"angoisse ",4.544,4.544,9.539,1,"intérêt ",2.332,2.332,6.15,1,10.04,(5),(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,24,Une Femme,,Etudiant.e,,,11311,
2021-05-11 13:10:30,2021-05-11 13:16:24,IP Address,188.61.100.133,100,354,True,2021-05-11 13:16:24,R_eJogxee3WPKj6Lf,,,,,46.505096435546875,6.658203125,anonymous,FR,1.977,1.977,4.483,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari iPhone,14.0.3,iPhone,428x926,B,T,T,1,7,30,43.673,50.751,53.088,3,"13,5",31.966,31.966,34.571,1,1,0.902,12.946,16.808,3,15,0.975,25.208,26.266,4,234,1.046,10.755,15.31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,(6) Très probable,(6) Très susceptible,(5),,,,,Non,Je prends le temps de réfléchir avec précision,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,20,Une Femme,,Etudiant.e,,,12715,
2021-05-11 13:25:31,2021-05-11 13:42:44,IP Address,178.82.230.3,100,1033,True,2021-05-11 13:42:45,R_21c8igXhRHMn86A,,,,,46.1876983642578125,6.0980987548828125,anonymous,FR,0,0,45.18,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,P,T,E,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,"Ennui, je ne porte pas d'intérêt  ",4.427,4.427,34.839,1,"C'est adorable, tout mignon et petit ",1.43,122.021,128.59,12,"engagement important, beaucoup de décisions à prendre, anxieuse car c'est un grand pas pour soi (et l'autre) mais je sais aussi que c'est un très beau moment, donc excitée aussi ?",1.268,90.51,92.506,11,"déception/frustrée de ne pas pouvoir venir plus en aide aux personnes dans le besoin, du mieux que je peux, avec mes moyens ? ",0.909,59.943,84.475,7,"mitigée, ce n'est pas un mot vraiment un mot joyeux ? Une révolution implique beaucoup de monde, et en général ce n'est pas très positif même si c'est pour le bien, le changement, que les gens en font ",1.474,126.561,127.956,20,"Soulagement, semble être un vrai jour de repos ",0.862,18.915,28.187,3,"intérêt : j'ai envie d'y faire des recherches ",1.272,107.147,111.233,13,,,,,15,(5),(4),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),En désaccord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",En désaccord,Plutôt d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,22,Une Femme,,Etudiant.e,,,11227,
2021-05-12 01:13:38,2021-05-12 01:19:53,IP Address,129.194.77.94,100,374,True,2021-05-12 01:19:53,R_cBG7YaouZoH2j9n,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,11.272,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Safari,13.0.5,Macintosh,1440x900,Y,M,L,21,6,5,1.668,1.668,22.464,1,13.5,15.032,15.032,78.749,1,1 chf,22.231,22.231,24.688,1,15,1.524,1.524,21.709,1,234,1.281,1.281,22.115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,(5),(5),(5),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),(4),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Plutôt en désaccord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt en désaccord,En désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",22,Une Femme,,Etudiant.e,,,11185,
2021-05-12 02:24:23,2021-05-12 02:32:00,IP Address,188.62.150.3,100,457,True,2021-05-12 02:32:01,R_3J46W2cx9T6xpOk,,,,,46.44500732421875,6.9149017333984375,anonymous,FR,4.599,4.599,6.002,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1536x864,J,S,A,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,indifférence,6.673,6.673,13.362,1,surprise,2.434,40.426,51.562,3,sans intérêt,2.223,2.223,22.02,1,tristesse,2.83,2.83,20.767,1,changement,1.871,1.871,5.595,1,je me sens un peu triste car le lendemain c'est lundi,1.206,1.206,7.638,1,découverte,1.421,1.421,20.56,1,,,,,6.94,(2),(1),(2),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,20,Une Femme,,Etudiant.e,,,11263,
2021-05-12 04:48:46,2021-05-12 04:55:48,IP Address,46.140.66.166,100,421,True,2021-05-12 04:55:49,R_3qX4cChzCvY24RK,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,29.744,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Firefox,88.0,Windows NT 10.0,1920x1080,T,S,M,6,7,30m,23.698,23.698,26.487,1,"13,50 CHF",42.918,45.879,52.974,2,1,18.583,18.583,22.724,1,15,14.834,14.834,25.807,1,234,23.931,23.931,32.416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(4),(3),(3),,,,,Non,Je prends le temps de réfléchir avec précision,Très négatifs (6),Légèrement positifs (1),D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,13885,
2021-05-12 05:46:22,2021-05-12 05:50:26,IP Address,86.220.28.143,100,243,True,2021-05-12 05:50:26,R_3RpXQ4woxiC2Ycf,,,,,46.2534027099609375,6.072601318359375,anonymous,FR,0,0,10.822,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,P,J,E,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,rien,1.925,1.925,7.194,1,"vie ",1.367,1.367,9.057,1,belle chose,0.915,0.915,4.613,1,"tristesse, injustice ",1.014,1.014,5.839,1,changement,1.024,1.024,10.461,1,fin de semaine,0.899,0.899,4.721,1,outil révolutionnaire,0.759,0.759,3.993,1,,,,,9.05,(6) Très probable,(5),(5),Oui,Je prends le temps de réfléchir avec précision,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),D'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,18,Une Femme,,Etudiant.e,,,13453,
2021-05-12 09:44:10,2021-05-12 09:51:57,IP Address,176.127.37.75,100,467,True,2021-05-12 09:51:57,R_12rUa3FFVKbUM9f,,,,,46.1945953369140625,6.100799560546875,anonymous,FR,0,0,19.551,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.1.1,Macintosh,1440x900,O,S,A,1,6,12,34.074,34.074,42.788,1,"13.50 ",18.614,18.614,20.927,1,1,23.198,23.198,32.641,1,15,47.728,51.351,56.037,6,234,32.831,32.831,36.442,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,(3),(3),(2),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Légèrement positifs (1),"Ni d'accord, ni en désaccord",Plutôt d'accord,Pas du tout d'accord,Plutôt en désaccord,En désaccord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,En désaccord,Plutôt en désaccord,"Ni d'accord, ni en désaccord",En désaccord,Pas du tout d'accord,Pas du tout d'accord,20,Une Femme,,Etudiant.e,,,12457,
2021-05-12 10:50:40,2021-05-12 10:59:44,IP Address,178.197.216.240,100,543,True,2021-05-12 10:59:44,R_2Ec3hBy3P5NSWQP,,,,,47.1708984375,8.10980224609375,anonymous,FR,1.639,4.441,7.256,5,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari iPhone,14.0.3,iPhone,414x896,R,G,A,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,manipulation,0.893,10.461,14.626,4,"amour ",1.18,5.274,16.444,3,"battement dans le cœur ",1.574,3.25,11.781,3,"angoisse ",0.935,3.732,19.989,3,"espoir ",0.999,9.511,21.544,3,serenité,0.907,3.057,14.148,3,curiosité,0.837,2.353,10.648,3,,,,,5.36,(2),(2),(6) Tout à fait d'accord,Non,Je décide très rapidement sur la base de mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt en désaccord,"Ni d'accord, ni en désaccord",En désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,En désaccord,En désaccord,"Ni d'accord, ni en désaccord",En désaccord,19,Une Femme,,Etudiant.e,,,12820,
2021-05-12 12:41:35,2021-05-12 12:48:35,IP Address,188.154.153.184,100,419,True,2021-05-12 12:48:35,R_28BRjYbBwULiD2K,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,2.96,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Edge,90.0.818.56,Windows NT 10.0,1920x1080,E,N,Z,28,3,30,1.552,28.512,35.634,2,"13,5",1.492,1.492,29.297,1,"0,5",1.231,1.231,16.918,1,15,13.445,39.321,42.737,2,234,13.751,13.751,22.799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,(3),(4),(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",19,Un Homme,,Etudiant.e,,,12661,
2021-05-13 01:02:02,2021-05-13 01:11:07,IP Address,213.44.136.158,100,544,True,2021-05-13 01:11:07,R_ZCc0Sml8Z02Nstz,,,,,45.8865966796875,6.090606689453125,anonymous,FR,0,0,15.331,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,F,S,C,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,"rien ",3.696,3.696,105.887,1,"douceur et vulnérabilité ",1.649,1.649,12.921,1,"amour ",1.605,10.549,10.938,3,"tristesse injustice colère ",3.119,3.119,18.387,1,"se battre pour ses droits ",28.177,28.177,37.059,1,"famille ",1.508,1.508,13.565,1,joie,3.069,3.069,27.272,1,9.02,(6) Très probable,(6) Très susceptible,(5),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(3),D'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,D'accord,D'accord,Plutôt d'accord,D'accord,D'accord,D'accord,20,Une Femme,,Etudiant.e,,non rien merci,11458,
2021-05-13 02:47:40,2021-05-13 02:55:14,IP Address,178.197.237.25,100,453,True,2021-05-13 02:55:14,R_2ALl0dPh2GOHb4w,,,,,46.978607177734375,7.44830322265625,anonymous,FR,0,0,6.578,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0,Macintosh,1440x900,C,I,C,9,2,300,28.385,28.385,31.449,1,"13,5",1.209,27.741,29.591,2,1,1.081,11.315,40.01,3,15,39.798,39.798,67.236,1,234,13.886,13.886,30.618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,(4),(5),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),En désaccord,Tout à fait d'accord,Plutôt en désaccord,D'accord,En désaccord,Plutôt en désaccord,En désaccord,En désaccord,D'accord,Plutôt d'accord,Plutôt en désaccord,En désaccord,En désaccord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,13489,
2021-05-13 05:34:04,2021-05-13 05:40:03,IP Address,185.240.244.12,100,358,True,2021-05-13 05:40:03,R_1lnUBMP5MMrbTev,,,,,40.71490478515625,-73.9893035888671875,anonymous,FR,1.646,5.886,7.07,4,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,820x1180,M,S,A,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,Rien,10.793,10.793,28.589,1,Amour,1.511,1.511,15.128,1,Amour,1.123,4.581,4.501,2,Sentiment de vouloir aider,2.126,2.126,39.329,1,"Les révolutions finissent toujours par payer, sentiment d’espoir",1.4,1.4,4.104,1,Calme,2.661,2.661,5.478,1,Notre quotidien,1.301,1.301,14.272,1,12.12,(3),(3),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",19,Une Femme,,Etudiant.e,,,13201,
2021-05-13 10:29:39,2021-05-13 10:39:51,IP Address,79.91.54.9,100,612,True,2021-05-13 10:39:52,R_wNV7D9mp43p2Ocx,,,,,46.1613006591796875,6.3426055908203125,anonymous,FR,0,0,19.956,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.212,Windows NT 10.0,1280x720,Y,L,S,26,9,30 m,17.269,48.692,52.324,2,"13,50 CHF",10.81,14.986,22.552,2,1 CHF,23.302,57.747,82.282,2,15 CHF,32.505,32.505,38.648,1,117,37.802,38.729,45.876,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99,(0) Pas du tout probable,(3),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,18,Une Femme,,Etudiant.e,,,12934,
2021-05-14 04:28:30,2021-05-14 04:35:23,IP Address,213.55.244.135,100,412,True,2021-05-14 04:35:23,R_2fwhZDbKRhph8jj,,,,,46.5294036865234375,6.6123046875,anonymous,FR,0,0,9.399,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.212,Macintosh,1680x1050,J,S,I,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,rien,2.147,2.147,30.088,1,"empathie
",8.286,18.67,28.782,4,INdifférence,2.594,2.594,22.818,1,Injustice,2.008,2.008,21.814,1,Début de quelque chose de nouveau.,1.249,1.249,6.338,1,Stress,1.756,1.756,8.987,1,Overwhelmed,1.282,1.282,13.39,1,,,,,6.09,(6) Très probable,(6) Très susceptible,(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(2),(3),Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,En désaccord,Tout à fait d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,Plutôt en désaccord,Tout à fait d'accord,22,Un Homme,,Etudiant.e,,,12643,
2021-05-15 02:51:10,2021-05-15 02:56:59,IP Address,129.194.76.110,100,349,True,2021-05-15 02:57:00,R_3RfngX5X8pZZrf2,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,8.934,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Edge,90.0.818.56,Windows NT 10.0,1280x720,M,P,M,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,"Dégoût ",1.844,13.704,22.681,2,Affection,2.006,2.006,14.991,1,Joie,1.659,1.659,9.57,1,Tristesse,1.83,1.83,14.33,1,Energie,1.393,1.393,8.064,1,Tranquillité,1.442,1.442,6.427,1,Intérêt,1.333,1.333,12.914,1,,,,,10.03,(6) Très probable,(5),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Plutôt en désaccord,Plutôt d'accord,Tout à fait d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,22,Une Femme,,Etudiant.e,,,11014,
2021-05-13 03:47:22,2021-05-15 05:51:24,IP Address,109.28.94.232,100,180242,True,2021-05-15 05:51:25,R_YWHG2x8CMDLJwGt,,,,,46.302398681640625,6.3043975830078125,anonymous,FR,0,0,16.698,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0,Macintosh,1440x900,N,C,I,29,4,30,17.206,17.206,19.643,1,"13,5",1.371,18.538,22.607,3,1 CHF,4.103,4.103,13.028,1,15,4.69,4.69,26.24,1,234,3.212,3.212,22.888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(4),(3),(3),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(2),Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,Plutôt d'accord,D'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",18,Une Femme,,Etudiant.e,,,13288,
